DATE,AQI VALUE,AQ DESCRIPTION,SITE ID,SITE NAME,ANALYTE
20131130,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20131206,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20131212,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20131218,65,MODERATE,60250005,CALEXICO-ETHEL,PM10
20131224,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20131230,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20140105,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20140111,69,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140117,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20140123,89,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140129,70,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140204,28,GOOD,60250005,CALEXICO-ETHEL,PM10
20140210,38,GOOD,60250005,CALEXICO-ETHEL,PM10
20140216,73,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140222,59,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140228,76,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140327,35,GOOD,60250005,CALEXICO-ETHEL,PM10
20140330,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140405,22,GOOD,60250005,CALEXICO-ETHEL,PM10
20140411,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20140417,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20140423,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20140429,63,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140505,66,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140511,86,MODERATE,60250005,CALEXICO-ETHEL,PM10
20140517,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20140523,33,GOOD,60250005,CALEXICO-ETHEL,PM10
20140529,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20140604,28,GOOD,60250005,CALEXICO-ETHEL,PM10
20140617,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20140619,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20140622,36,GOOD,60250005,CALEXICO-ETHEL,PM10
20140628,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20140704,22,GOOD,60250005,CALEXICO-ETHEL,PM10
20140710,25,GOOD,60250005,CALEXICO-ETHEL,PM10
20140716,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20140722,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20140728,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20140803,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20140809,24,GOOD,60250005,CALEXICO-ETHEL,PM10
20140815,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20140821,23,GOOD,60250005,CALEXICO-ETHEL,PM10
20140827,28,GOOD,60250005,CALEXICO-ETHEL,PM10
20140902,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20140908,22,GOOD,60250005,CALEXICO-ETHEL,PM10
20140914,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20140920,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20140926,23,GOOD,60250005,CALEXICO-ETHEL,PM10
20141004,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20141008,21,GOOD,60250005,CALEXICO-ETHEL,PM10
20141014,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20141020,30,GOOD,60250005,CALEXICO-ETHEL,PM10
20141026,19,GOOD,60250005,CALEXICO-ETHEL,PM10
20141104,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20141107,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20141113,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20141119,66,MODERATE,60250005,CALEXICO-ETHEL,PM10
20141125,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20141201,34,GOOD,60250005,CALEXICO-ETHEL,PM10
20141207,10,GOOD,60250005,CALEXICO-ETHEL,PM10
20141213,6,GOOD,60250005,CALEXICO-ETHEL,PM10
20141219,37,GOOD,60250005,CALEXICO-ETHEL,PM10
20141225,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20141231,26,GOOD,60250005,CALEXICO-ETHEL,PM10
20150106,30,GOOD,60250005,CALEXICO-ETHEL,PM10
20150112,43,GOOD,60250005,CALEXICO-ETHEL,PM10
20150118,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20150124,25,GOOD,60250005,CALEXICO-ETHEL,PM10
20150203,68,MODERATE,60250005,CALEXICO-ETHEL,PM10
20150205,58,MODERATE,60250005,CALEXICO-ETHEL,PM10
20150211,23,GOOD,60250005,CALEXICO-ETHEL,PM10
20150219,66,MODERATE,60250005,CALEXICO-ETHEL,PM10
20150223,27,GOOD,60250005,CALEXICO-ETHEL,PM10
20150301,4,GOOD,60250005,CALEXICO-ETHEL,PM10
20150307,36,GOOD,60250005,CALEXICO-ETHEL,PM10
20150313,19,GOOD,60250005,CALEXICO-ETHEL,PM10
20150319,24,GOOD,60250005,CALEXICO-ETHEL,PM10
20150325,25,GOOD,60250005,CALEXICO-ETHEL,PM10
20150331,36,GOOD,60250005,CALEXICO-ETHEL,PM10
20150406,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20150412,37,GOOD,60250005,CALEXICO-ETHEL,PM10
20150418,48,GOOD,60250005,CALEXICO-ETHEL,PM10
20150424,20,GOOD,60250005,CALEXICO-ETHEL,PM10
20150502,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20150507,90,MODERATE,60250005,CALEXICO-ETHEL,PM10
20150512,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20150518,17,GOOD,60250005,CALEXICO-ETHEL,PM10
20150524,11,GOOD,60250005,CALEXICO-ETHEL,PM10
20150530,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20150602,25,GOOD,60250005,CALEXICO-ETHEL,PM10
20150611,15,GOOD,60250005,CALEXICO-ETHEL,PM10
20150617,34,GOOD,60250005,CALEXICO-ETHEL,PM10
20150623,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20150629,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20150705,35,GOOD,60250005,CALEXICO-ETHEL,PM10
20150711,29,GOOD,60250005,CALEXICO-ETHEL,PM10
20150717,65,MODERATE,60250005,CALEXICO-ETHEL,PM10
20150723,26,GOOD,60250005,CALEXICO-ETHEL,PM10
20150729,30,GOOD,60250005,CALEXICO-ETHEL,PM10
20150804,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20150810,29,GOOD,60250005,CALEXICO-ETHEL,PM10
20150816,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20150822,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20150828,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20150903,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20150909,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20150915,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20150921,26,GOOD,60250005,CALEXICO-ETHEL,PM10
20150927,38,GOOD,60250005,CALEXICO-ETHEL,PM10
20151003,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20151009,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20151015,29,GOOD,60250005,CALEXICO-ETHEL,PM10
20151021,48,GOOD,60250005,CALEXICO-ETHEL,PM10
20151027,63,MODERATE,60250005,CALEXICO-ETHEL,PM10
20151104,49,GOOD,60250005,CALEXICO-ETHEL,PM10
20151108,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20151114,75,MODERATE,60250005,CALEXICO-ETHEL,PM10
20151120,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20151126,14,GOOD,60250005,CALEXICO-ETHEL,PM10
20151204,77,MODERATE,60250005,CALEXICO-ETHEL,PM10
20151208,69,MODERATE,60250005,CALEXICO-ETHEL,PM10
20151218,64,MODERATE,60250005,CALEXICO-ETHEL,PM10
20151222,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20151226,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160105,20,GOOD,60250005,CALEXICO-ETHEL,PM10
20160107,5,GOOD,60250005,CALEXICO-ETHEL,PM10
20160113,37,GOOD,60250005,CALEXICO-ETHEL,PM10
20160115,85,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160116,34,GOOD,60250005,CALEXICO-ETHEL,PM10
20160117,37,GOOD,60250005,CALEXICO-ETHEL,PM10
20160118,75,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160119,59,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160120,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160121,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160122,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160123,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20160124,43,GOOD,60250005,CALEXICO-ETHEL,PM10
20160125,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20160126,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20160127,43,GOOD,60250005,CALEXICO-ETHEL,PM10
20160128,48,GOOD,60250005,CALEXICO-ETHEL,PM10
20160129,66,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160130,71,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160131,70,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160201,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160202,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20160203,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20160204,29,GOOD,60250005,CALEXICO-ETHEL,PM10
20160205,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20160206,16,GOOD,60250005,CALEXICO-ETHEL,PM10
20160207,25,GOOD,60250005,CALEXICO-ETHEL,PM10
20160208,21,GOOD,60250005,CALEXICO-ETHEL,PM10
20160209,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20160210,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20160211,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160212,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160213,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20160214,22,GOOD,60250005,CALEXICO-ETHEL,PM10
20160215,25,GOOD,60250005,CALEXICO-ETHEL,PM10
20160216,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160217,72,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160218,61,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160219,36,GOOD,60250005,CALEXICO-ETHEL,PM10
20160220,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20160221,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20160222,62,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160223,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160224,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20160225,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160226,60,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160227,66,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160228,69,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160229,85,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160301,81,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160302,68,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160303,58,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160304,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20160305,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160306,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160307,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20160308,17,GOOD,60250005,CALEXICO-ETHEL,PM10
20160309,26,GOOD,60250005,CALEXICO-ETHEL,PM10
20160310,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160311,68,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160312,29,GOOD,60250005,CALEXICO-ETHEL,PM10
20160313,30,GOOD,60250005,CALEXICO-ETHEL,PM10
20160314,21,GOOD,60250005,CALEXICO-ETHEL,PM10
20160315,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160316,48,GOOD,60250005,CALEXICO-ETHEL,PM10
20160317,48,GOOD,60250005,CALEXICO-ETHEL,PM10
20160318,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160319,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160320,38,GOOD,60250005,CALEXICO-ETHEL,PM10
20160321,61,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160322,78,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160323,34,GOOD,60250005,CALEXICO-ETHEL,PM10
20160324,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20160325,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20160326,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20160327,36,GOOD,60250005,CALEXICO-ETHEL,PM10
20160328,92,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160329,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160330,18,GOOD,60250005,CALEXICO-ETHEL,PM10
20160331,27,GOOD,60250005,CALEXICO-ETHEL,PM10
20160401,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20160402,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160403,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20160404,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20160405,61,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160406,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160407,34,GOOD,60250005,CALEXICO-ETHEL,PM10
20160408,12,GOOD,60250005,CALEXICO-ETHEL,PM10
20160409,12,GOOD,60250005,CALEXICO-ETHEL,PM10
20160410,11,GOOD,60250005,CALEXICO-ETHEL,PM10
20160411,17,GOOD,60250005,CALEXICO-ETHEL,PM10
20160412,18,GOOD,60250005,CALEXICO-ETHEL,PM10
20160413,36,GOOD,60250005,CALEXICO-ETHEL,PM10
20160414,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160415,49,GOOD,60250005,CALEXICO-ETHEL,PM10
20160416,29,GOOD,60250005,CALEXICO-ETHEL,PM10
20160417,33,GOOD,60250005,CALEXICO-ETHEL,PM10
20160418,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160419,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160420,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160421,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160422,67,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160423,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20160424,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160425,110,UNHEALTHY FOR SENSITIVE,60250005,CALEXICO-ETHEL,PM10
20160426,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160427,73,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160428,58,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160429,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20160430,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20160501,22,GOOD,60250005,CALEXICO-ETHEL,PM10
20160502,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20160503,38,GOOD,60250005,CALEXICO-ETHEL,PM10
20160504,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20160505,86,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160506,17,GOOD,60250005,CALEXICO-ETHEL,PM10
20160507,15,GOOD,60250005,CALEXICO-ETHEL,PM10
20160508,14,GOOD,60250005,CALEXICO-ETHEL,PM10
20160509,30,GOOD,60250005,CALEXICO-ETHEL,PM10
20160510,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20160511,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20160512,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20160513,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20160514,46,GOOD,60250005,CALEXICO-ETHEL,PM10
20160515,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160516,37,GOOD,60250005,CALEXICO-ETHEL,PM10
20160517,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160518,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20160519,46,GOOD,60250005,CALEXICO-ETHEL,PM10
20160520,103,UNHEALTHY FOR SENSITIVE,60250005,CALEXICO-ETHEL,PM10
20160521,136,UNHEALTHY FOR SENSITIVE,60250005,CALEXICO-ETHEL,PM10
20160522,43,GOOD,60250005,CALEXICO-ETHEL,PM10
20160523,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20160524,57,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160525,62,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160526,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20160527,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160528,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20160529,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20160530,38,GOOD,60250005,CALEXICO-ETHEL,PM10
20160531,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160601,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160602,57,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160603,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160604,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20160605,33,GOOD,60250005,CALEXICO-ETHEL,PM10
20160606,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20160607,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160608,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160609,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160610,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160611,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160612,30,GOOD,60250005,CALEXICO-ETHEL,PM10
20160613,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20160614,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20160615,85,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160616,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20160617,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160618,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20160619,20,GOOD,60250005,CALEXICO-ETHEL,PM10
20160620,61,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160621,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160622,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160623,61,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160624,57,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160625,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160626,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20160627,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160628,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160629,65,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160630,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160701,38,GOOD,60250005,CALEXICO-ETHEL,PM10
20160702,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160703,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20160704,37,GOOD,60250005,CALEXICO-ETHEL,PM10
20160705,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160706,62,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160707,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160708,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20160709,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160710,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160711,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160712,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160713,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160714,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160715,57,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160716,57,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160717,61,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160718,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160719,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160720,43,GOOD,60250005,CALEXICO-ETHEL,PM10
20160721,46,GOOD,60250005,CALEXICO-ETHEL,PM10
20160722,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160723,121,UNHEALTHY FOR SENSITIVE,60250005,CALEXICO-ETHEL,PM10
20160724,120,UNHEALTHY FOR SENSITIVE,60250005,CALEXICO-ETHEL,PM10
20160725,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20160726,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160727,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20160728,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160729,58,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160730,102,UNHEALTHY FOR SENSITIVE,60250005,CALEXICO-ETHEL,PM10
20160731,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20160801,34,GOOD,60250005,CALEXICO-ETHEL,PM10
20160802,32,GOOD,60250005,CALEXICO-ETHEL,PM10
20160803,34,GOOD,60250005,CALEXICO-ETHEL,PM10
20160804,37,GOOD,60250005,CALEXICO-ETHEL,PM10
20160805,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20160806,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160807,33,GOOD,60250005,CALEXICO-ETHEL,PM10
20160808,65,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160809,101,UNHEALTHY FOR SENSITIVE,60250005,CALEXICO-ETHEL,PM10
20160811,40,GOOD,60250005,CALEXICO-ETHEL,PM10
20160812,43,GOOD,60250005,CALEXICO-ETHEL,PM10
20160813,49,GOOD,60250005,CALEXICO-ETHEL,PM10
20160814,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20160815,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160816,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20160817,70,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160818,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160819,80,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160820,68,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160821,92,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160822,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20160823,43,GOOD,60250005,CALEXICO-ETHEL,PM10
20160824,52,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160825,62,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160826,49,GOOD,60250005,CALEXICO-ETHEL,PM10
20160827,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20160828,38,GOOD,60250005,CALEXICO-ETHEL,PM10
20160829,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20160830,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160831,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160901,48,GOOD,60250005,CALEXICO-ETHEL,PM10
20160902,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20160903,72,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160904,58,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160905,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20160906,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160907,48,GOOD,60250005,CALEXICO-ETHEL,PM10
20160908,38,GOOD,60250005,CALEXICO-ETHEL,PM10
20160909,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20160910,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20160911,29,GOOD,60250005,CALEXICO-ETHEL,PM10
20160912,64,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160913,113,UNHEALTHY FOR SENSITIVE,60250005,CALEXICO-ETHEL,PM10
20160914,39,GOOD,60250005,CALEXICO-ETHEL,PM10
20160915,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160916,56,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160917,45,GOOD,60250005,CALEXICO-ETHEL,PM10
20160918,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20160919,88,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160920,19,GOOD,60250005,CALEXICO-ETHEL,PM10
20160921,18,GOOD,60250005,CALEXICO-ETHEL,PM10
20160922,64,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160923,59,MODERATE,60250005,CALEXICO-ETHEL,PM10
20160924,25,GOOD,60250005,CALEXICO-ETHEL,PM10
20160925,28,GOOD,60250005,CALEXICO-ETHEL,PM10
20160926,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20160927,36,GOOD,60250005,CALEXICO-ETHEL,PM10
20160928,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20160929,49,GOOD,60250005,CALEXICO-ETHEL,PM10
20160930,43,GOOD,60250005,CALEXICO-ETHEL,PM10
20161001,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20161002,83,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161003,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161004,38,GOOD,60250005,CALEXICO-ETHEL,PM10
20161005,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20161006,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20161007,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161008,36,GOOD,60250005,CALEXICO-ETHEL,PM10
20161009,37,GOOD,60250005,CALEXICO-ETHEL,PM10
20161010,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20161011,51,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161012,60,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161013,62,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161014,68,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161015,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20161016,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20161017,41,GOOD,60250005,CALEXICO-ETHEL,PM10
20161018,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20161019,53,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161020,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161021,61,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161022,74,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161023,42,GOOD,60250005,CALEXICO-ETHEL,PM10
20161024,65,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161025,27,GOOD,60250005,CALEXICO-ETHEL,PM10
20161026,35,GOOD,60250005,CALEXICO-ETHEL,PM10
20161027,47,GOOD,60250005,CALEXICO-ETHEL,PM10
20161028,81,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161029,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161030,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161031,44,GOOD,60250005,CALEXICO-ETHEL,PM10
20161101,31,GOOD,60250005,CALEXICO-ETHEL,PM10
20161102,43,GOOD,60250005,CALEXICO-ETHEL,PM10
20161103,75,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161104,90,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161105,62,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161106,58,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161107,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161108,50,GOOD,60250005,CALEXICO-ETHEL,PM10
20161109,55,MODERATE,60250005,CALEXICO-ETHEL,PM10
20161110,54,MODERATE,60250005,CALEXICO-ETHEL,PM10
