DATE,AQI VALUE,AQ DESCRIPTION,SITE ID,SITE NAME,ANALYTE
20130524,35,GOOD,60250007,BRAWLEY,PM10
20130525,37,GOOD,60250007,BRAWLEY,PM10
20130526,44,GOOD,60250007,BRAWLEY,PM10
20130527,44,GOOD,60250007,BRAWLEY,PM10
20130528,49,GOOD,60250007,BRAWLEY,PM10
20130529,58,MODERATE,60250007,BRAWLEY,PM10
20130530,41,GOOD,60250007,BRAWLEY,PM10
20130531,45,GOOD,60250007,BRAWLEY,PM10
20130601,44,GOOD,60250007,BRAWLEY,PM10
20130602,55,MODERATE,60250007,BRAWLEY,PM10
20130603,42,GOOD,60250007,BRAWLEY,PM10
20130604,35,GOOD,60250007,BRAWLEY,PM10
20130605,36,GOOD,60250007,BRAWLEY,PM10
20130606,44,GOOD,60250007,BRAWLEY,PM10
20130607,47,GOOD,60250007,BRAWLEY,PM10
20130608,54,MODERATE,60250007,BRAWLEY,PM10
20130609,44,GOOD,60250007,BRAWLEY,PM10
20130610,49,GOOD,60250007,BRAWLEY,PM10
20130611,60,MODERATE,60250007,BRAWLEY,PM10
20130612,48,GOOD,60250007,BRAWLEY,PM10
20130613,35,GOOD,60250007,BRAWLEY,PM10
20130614,51,MODERATE,60250007,BRAWLEY,PM10
20130615,37,GOOD,60250007,BRAWLEY,PM10
20130616,25,GOOD,60250007,BRAWLEY,PM10
20130617,37,GOOD,60250007,BRAWLEY,PM10
20130618,61,MODERATE,60250007,BRAWLEY,PM10
20130619,39,GOOD,60250007,BRAWLEY,PM10
20130620,53,MODERATE,60250007,BRAWLEY,PM10
20130621,47,GOOD,60250007,BRAWLEY,PM10
20130622,35,GOOD,60250007,BRAWLEY,PM10
20130623,56,MODERATE,60250007,BRAWLEY,PM10
20130624,51,MODERATE,60250007,BRAWLEY,PM10
20130625,32,GOOD,60250007,BRAWLEY,PM10
20130626,58,MODERATE,60250007,BRAWLEY,PM10
20130627,47,GOOD,60250007,BRAWLEY,PM10
20130628,38,GOOD,60250007,BRAWLEY,PM10
20130629,57,MODERATE,60250007,BRAWLEY,PM10
20130630,51,MODERATE,60250007,BRAWLEY,PM10
20130701,58,MODERATE,60250007,BRAWLEY,PM10
20130702,111,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20130703,65,MODERATE,60250007,BRAWLEY,PM10
20130704,57,MODERATE,60250007,BRAWLEY,PM10
20130705,50,GOOD,60250007,BRAWLEY,PM10
20130706,47,GOOD,60250007,BRAWLEY,PM10
20130707,36,GOOD,60250007,BRAWLEY,PM10
20130708,40,GOOD,60250007,BRAWLEY,PM10
20130709,58,MODERATE,60250007,BRAWLEY,PM10
20130710,56,MODERATE,60250007,BRAWLEY,PM10
20130711,24,GOOD,60250007,BRAWLEY,PM10
20130712,30,GOOD,60250007,BRAWLEY,PM10
20130713,32,GOOD,60250007,BRAWLEY,PM10
20130714,34,GOOD,60250007,BRAWLEY,PM10
20130715,46,GOOD,60250007,BRAWLEY,PM10
20130716,24,GOOD,60250007,BRAWLEY,PM10
20130717,43,GOOD,60250007,BRAWLEY,PM10
20130718,32,GOOD,60250007,BRAWLEY,PM10
20130719,53,MODERATE,60250007,BRAWLEY,PM10
20130720,30,GOOD,60250007,BRAWLEY,PM10
20130721,19,GOOD,60250007,BRAWLEY,PM10
20130722,28,GOOD,60250007,BRAWLEY,PM10
20130723,31,GOOD,60250007,BRAWLEY,PM10
20130724,37,GOOD,60250007,BRAWLEY,PM10
20130725,55,MODERATE,60250007,BRAWLEY,PM10
20130726,40,GOOD,60250007,BRAWLEY,PM10
20130727,46,GOOD,60250007,BRAWLEY,PM10
20130728,43,GOOD,60250007,BRAWLEY,PM10
20130729,47,GOOD,60250007,BRAWLEY,PM10
20130730,31,GOOD,60250007,BRAWLEY,PM10
20130731,38,GOOD,60250007,BRAWLEY,PM10
20130801,46,GOOD,60250007,BRAWLEY,PM10
20130802,49,GOOD,60250007,BRAWLEY,PM10
20130803,33,GOOD,60250007,BRAWLEY,PM10
20130804,31,GOOD,60250007,BRAWLEY,PM10
20130805,49,GOOD,60250007,BRAWLEY,PM10
20130806,54,MODERATE,60250007,BRAWLEY,PM10
20130807,31,GOOD,60250007,BRAWLEY,PM10
20130808,36,GOOD,60250007,BRAWLEY,PM10
20130809,27,GOOD,60250007,BRAWLEY,PM10
20130810,35,GOOD,60250007,BRAWLEY,PM10
20130811,33,GOOD,60250007,BRAWLEY,PM10
20130812,35,GOOD,60250007,BRAWLEY,PM10
20130813,44,GOOD,60250007,BRAWLEY,PM10
20130814,42,GOOD,60250007,BRAWLEY,PM10
20130815,39,GOOD,60250007,BRAWLEY,PM10
20130816,42,GOOD,60250007,BRAWLEY,PM10
20130817,39,GOOD,60250007,BRAWLEY,PM10
20130818,65,MODERATE,60250007,BRAWLEY,PM10
20130819,48,GOOD,60250007,BRAWLEY,PM10
20130820,44,GOOD,60250007,BRAWLEY,PM10
20130821,63,MODERATE,60250007,BRAWLEY,PM10
20130822,79,MODERATE,60250007,BRAWLEY,PM10
20130823,66,MODERATE,60250007,BRAWLEY,PM10
20130824,60,MODERATE,60250007,BRAWLEY,PM10
20130825,37,GOOD,60250007,BRAWLEY,PM10
20130826,12,GOOD,60250007,BRAWLEY,PM10
20130827,22,GOOD,60250007,BRAWLEY,PM10
20130828,54,MODERATE,60250007,BRAWLEY,PM10
20130829,31,GOOD,60250007,BRAWLEY,PM10
20130830,21,GOOD,60250007,BRAWLEY,PM10
20130831,33,GOOD,60250007,BRAWLEY,PM10
20130901,19,GOOD,60250007,BRAWLEY,PM10
20130902,40,GOOD,60250007,BRAWLEY,PM10
20130903,31,GOOD,60250007,BRAWLEY,PM10
20130904,39,GOOD,60250007,BRAWLEY,PM10
20130905,29,GOOD,60250007,BRAWLEY,PM10
20130906,66,MODERATE,60250007,BRAWLEY,PM10
20130907,97,MODERATE,60250007,BRAWLEY,PM10
20130908,32,GOOD,60250007,BRAWLEY,PM10
20130909,38,GOOD,60250007,BRAWLEY,PM10
20130910,29,GOOD,60250007,BRAWLEY,PM10
20130911,31,GOOD,60250007,BRAWLEY,PM10
20130912,31,GOOD,60250007,BRAWLEY,PM10
20130913,40,GOOD,60250007,BRAWLEY,PM10
20130914,40,GOOD,60250007,BRAWLEY,PM10
20130915,31,GOOD,60250007,BRAWLEY,PM10
20130916,31,GOOD,60250007,BRAWLEY,PM10
20130917,75,MODERATE,60250007,BRAWLEY,PM10
20130918,37,GOOD,60250007,BRAWLEY,PM10
20130919,52,MODERATE,60250007,BRAWLEY,PM10
20130920,53,MODERATE,60250007,BRAWLEY,PM10
20130921,94,MODERATE,60250007,BRAWLEY,PM10
20130922,94,MODERATE,60250007,BRAWLEY,PM10
20130923,42,GOOD,60250007,BRAWLEY,PM10
20130924,46,GOOD,60250007,BRAWLEY,PM10
20130925,106,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20130926,80,MODERATE,60250007,BRAWLEY,PM10
20130927,44,GOOD,60250007,BRAWLEY,PM10
20130928,37,GOOD,60250007,BRAWLEY,PM10
20130929,31,GOOD,60250007,BRAWLEY,PM10
20131001,37,GOOD,60250007,BRAWLEY,PM10
20131002,37,GOOD,60250007,BRAWLEY,PM10
20131003,38,GOOD,60250007,BRAWLEY,PM10
20131004,60,MODERATE,60250007,BRAWLEY,PM10
20131005,29,GOOD,60250007,BRAWLEY,PM10
20131006,21,GOOD,60250007,BRAWLEY,PM10
20131007,41,GOOD,60250007,BRAWLEY,PM10
20131008,88,MODERATE,60250007,BRAWLEY,PM10
20131009,207,VERY UNHEALTHY,60250007,BRAWLEY,PM10
20131010,27,GOOD,60250007,BRAWLEY,PM10
20131011,32,GOOD,60250007,BRAWLEY,PM10
20131012,26,GOOD,60250007,BRAWLEY,PM10
20131013,25,GOOD,60250007,BRAWLEY,PM10
20131014,36,GOOD,60250007,BRAWLEY,PM10
20131015,31,GOOD,60250007,BRAWLEY,PM10
20131016,31,GOOD,60250007,BRAWLEY,PM10
20131017,39,GOOD,60250007,BRAWLEY,PM10
20131018,44,GOOD,60250007,BRAWLEY,PM10
20131019,31,GOOD,60250007,BRAWLEY,PM10
20131020,29,GOOD,60250007,BRAWLEY,PM10
20131021,70,MODERATE,60250007,BRAWLEY,PM10
20131023,45,GOOD,60250007,BRAWLEY,PM10
20131024,57,MODERATE,60250007,BRAWLEY,PM10
20131025,57,MODERATE,60250007,BRAWLEY,PM10
20131026,45,GOOD,60250007,BRAWLEY,PM10
20131027,49,GOOD,60250007,BRAWLEY,PM10
20131028,98,MODERATE,60250007,BRAWLEY,PM10
20131029,21,GOOD,60250007,BRAWLEY,PM10
20131030,35,GOOD,60250007,BRAWLEY,PM10
20131031,36,GOOD,60250007,BRAWLEY,PM10
20131101,43,GOOD,60250007,BRAWLEY,PM10
20131102,35,GOOD,60250007,BRAWLEY,PM10
20131103,29,GOOD,60250007,BRAWLEY,PM10
20131104,35,GOOD,60250007,BRAWLEY,PM10
20131105,33,GOOD,60250007,BRAWLEY,PM10
20131106,31,GOOD,60250007,BRAWLEY,PM10
20131107,37,GOOD,60250007,BRAWLEY,PM10
20131108,47,GOOD,60250007,BRAWLEY,PM10
20131109,63,MODERATE,60250007,BRAWLEY,PM10
20131110,50,GOOD,60250007,BRAWLEY,PM10
20131111,46,GOOD,60250007,BRAWLEY,PM10
20131112,40,GOOD,60250007,BRAWLEY,PM10
20131113,47,GOOD,60250007,BRAWLEY,PM10
20131114,53,MODERATE,60250007,BRAWLEY,PM10
20131115,84,MODERATE,60250007,BRAWLEY,PM10
20131116,24,GOOD,60250007,BRAWLEY,PM10
20131117,25,GOOD,60250007,BRAWLEY,PM10
20131118,36,GOOD,60250007,BRAWLEY,PM10
20131119,38,GOOD,60250007,BRAWLEY,PM10
20131120,34,GOOD,60250007,BRAWLEY,PM10
20131121,25,GOOD,60250007,BRAWLEY,PM10
20131122,11,GOOD,60250007,BRAWLEY,PM10
20131123,15,GOOD,60250007,BRAWLEY,PM10
20131124,24,GOOD,60250007,BRAWLEY,PM10
20131125,26,GOOD,60250007,BRAWLEY,PM10
20131126,40,GOOD,60250007,BRAWLEY,PM10
20131127,31,GOOD,60250007,BRAWLEY,PM10
20131128,32,GOOD,60250007,BRAWLEY,PM10
20131129,31,GOOD,60250007,BRAWLEY,PM10
20131130,34,GOOD,60250007,BRAWLEY,PM10
20131201,37,GOOD,60250007,BRAWLEY,PM10
20131202,41,GOOD,60250007,BRAWLEY,PM10
20131203,60,MODERATE,60250007,BRAWLEY,PM10
20131204,55,MODERATE,60250007,BRAWLEY,PM10
20131205,28,GOOD,60250007,BRAWLEY,PM10
20131206,31,GOOD,60250007,BRAWLEY,PM10
20131207,86,MODERATE,60250007,BRAWLEY,PM10
20131208,27,GOOD,60250007,BRAWLEY,PM10
20131209,29,GOOD,60250007,BRAWLEY,PM10
20131210,31,GOOD,60250007,BRAWLEY,PM10
20131211,36,GOOD,60250007,BRAWLEY,PM10
20131212,34,GOOD,60250007,BRAWLEY,PM10
20131213,43,GOOD,60250007,BRAWLEY,PM10
20131214,29,GOOD,60250007,BRAWLEY,PM10
20131215,18,GOOD,60250007,BRAWLEY,PM10
20131216,32,GOOD,60250007,BRAWLEY,PM10
20131217,39,GOOD,60250007,BRAWLEY,PM10
20131218,53,MODERATE,60250007,BRAWLEY,PM10
20131219,71,MODERATE,60250007,BRAWLEY,PM10
20131220,23,GOOD,60250007,BRAWLEY,PM10
20131221,35,GOOD,60250007,BRAWLEY,PM10
20131222,41,GOOD,60250007,BRAWLEY,PM10
20131223,36,GOOD,60250007,BRAWLEY,PM10
20131224,31,GOOD,60250007,BRAWLEY,PM10
20131225,19,GOOD,60250007,BRAWLEY,PM10
20131226,24,GOOD,60250007,BRAWLEY,PM10
20131227,44,GOOD,60250007,BRAWLEY,PM10
20131228,50,GOOD,60250007,BRAWLEY,PM10
20131229,43,GOOD,60250007,BRAWLEY,PM10
20131230,38,GOOD,60250007,BRAWLEY,PM10
20131231,55,MODERATE,60250007,BRAWLEY,PM10
20140101,58,MODERATE,60250007,BRAWLEY,PM10
20140102,52,MODERATE,60250007,BRAWLEY,PM10
20140103,51,MODERATE,60250007,BRAWLEY,PM10
20140104,51,MODERATE,60250007,BRAWLEY,PM10
20140105,43,GOOD,60250007,BRAWLEY,PM10
20140106,31,GOOD,60250007,BRAWLEY,PM10
20140107,47,GOOD,60250007,BRAWLEY,PM10
20140108,56,MODERATE,60250007,BRAWLEY,PM10
20140109,51,MODERATE,60250007,BRAWLEY,PM10
20140110,50,GOOD,60250007,BRAWLEY,PM10
20140111,54,MODERATE,60250007,BRAWLEY,PM10
20140112,58,MODERATE,60250007,BRAWLEY,PM10
20140113,40,GOOD,60250007,BRAWLEY,PM10
20140114,30,GOOD,60250007,BRAWLEY,PM10
20140115,32,GOOD,60250007,BRAWLEY,PM10
20140116,39,GOOD,60250007,BRAWLEY,PM10
20140117,36,GOOD,60250007,BRAWLEY,PM10
20140118,42,GOOD,60250007,BRAWLEY,PM10
20140119,53,MODERATE,60250007,BRAWLEY,PM10
20140120,50,GOOD,60250007,BRAWLEY,PM10
20140121,50,GOOD,60250007,BRAWLEY,PM10
20140122,51,MODERATE,60250007,BRAWLEY,PM10
20140123,63,MODERATE,60250007,BRAWLEY,PM10
20140124,49,GOOD,60250007,BRAWLEY,PM10
20140125,40,GOOD,60250007,BRAWLEY,PM10
20140126,44,GOOD,60250007,BRAWLEY,PM10
20140127,56,MODERATE,60250007,BRAWLEY,PM10
20140128,49,GOOD,60250007,BRAWLEY,PM10
20140129,50,GOOD,60250007,BRAWLEY,PM10
20140130,79,MODERATE,60250007,BRAWLEY,PM10
20140131,122,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20140201,29,GOOD,60250007,BRAWLEY,PM10
20140202,27,GOOD,60250007,BRAWLEY,PM10
20140203,30,GOOD,60250007,BRAWLEY,PM10
20140204,27,GOOD,60250007,BRAWLEY,PM10
20140205,39,GOOD,60250007,BRAWLEY,PM10
20140206,51,MODERATE,60250007,BRAWLEY,PM10
20140207,27,GOOD,60250007,BRAWLEY,PM10
20140208,53,MODERATE,60250007,BRAWLEY,PM10
20140209,43,GOOD,60250007,BRAWLEY,PM10
20140210,46,GOOD,60250007,BRAWLEY,PM10
20140211,31,GOOD,60250007,BRAWLEY,PM10
20140212,48,GOOD,60250007,BRAWLEY,PM10
20140213,56,MODERATE,60250007,BRAWLEY,PM10
20140214,64,MODERATE,60250007,BRAWLEY,PM10
20140216,64,MODERATE,60250007,BRAWLEY,PM10
20140217,54,MODERATE,60250007,BRAWLEY,PM10
20140218,57,MODERATE,60250007,BRAWLEY,PM10
20140219,60,MODERATE,60250007,BRAWLEY,PM10
20140220,55,MODERATE,60250007,BRAWLEY,PM10
20140221,53,MODERATE,60250007,BRAWLEY,PM10
20140222,60,MODERATE,60250007,BRAWLEY,PM10
20140223,53,MODERATE,60250007,BRAWLEY,PM10
20140224,60,MODERATE,60250007,BRAWLEY,PM10
20140225,57,MODERATE,60250007,BRAWLEY,PM10
20140226,59,MODERATE,60250007,BRAWLEY,PM10
20140227,36,GOOD,60250007,BRAWLEY,PM10
20140228,98,MODERATE,60250007,BRAWLEY,PM10
20140301,36,GOOD,60250007,BRAWLEY,PM10
20140302,18,GOOD,60250007,BRAWLEY,PM10
20140303,25,GOOD,60250007,BRAWLEY,PM10
20140304,31,GOOD,60250007,BRAWLEY,PM10
20140305,32,GOOD,60250007,BRAWLEY,PM10
20140306,53,MODERATE,60250007,BRAWLEY,PM10
20140307,60,MODERATE,60250007,BRAWLEY,PM10
20140308,36,GOOD,60250007,BRAWLEY,PM10
20140309,28,GOOD,60250007,BRAWLEY,PM10
20140310,33,GOOD,60250007,BRAWLEY,PM10
20140311,51,MODERATE,60250007,BRAWLEY,PM10
20140312,32,GOOD,60250007,BRAWLEY,PM10
20140313,44,GOOD,60250007,BRAWLEY,PM10
20140314,47,GOOD,60250007,BRAWLEY,PM10
20140315,45,GOOD,60250007,BRAWLEY,PM10
20140316,41,GOOD,60250007,BRAWLEY,PM10
20140317,118,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20140318,80,MODERATE,60250007,BRAWLEY,PM10
20140319,51,MODERATE,60250007,BRAWLEY,PM10
20140320,37,GOOD,60250007,BRAWLEY,PM10
20140321,49,GOOD,60250007,BRAWLEY,PM10
20140322,53,MODERATE,60250007,BRAWLEY,PM10
20140323,53,MODERATE,60250007,BRAWLEY,PM10
20140324,58,MODERATE,60250007,BRAWLEY,PM10
20140325,92,MODERATE,60250007,BRAWLEY,PM10
20140326,228,VERY UNHEALTHY,60250007,BRAWLEY,PM10
20140327,70,MODERATE,60250007,BRAWLEY,PM10
20140328,47,GOOD,60250007,BRAWLEY,PM10
20140329,52,MODERATE,60250007,BRAWLEY,PM10
20140330,133,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20140331,76,MODERATE,60250007,BRAWLEY,PM10
20140401,103,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20140402,92,MODERATE,60250007,BRAWLEY,PM10
20140403,28,GOOD,60250007,BRAWLEY,PM10
20140404,46,GOOD,60250007,BRAWLEY,PM10
20140405,45,GOOD,60250007,BRAWLEY,PM10
20140406,26,GOOD,60250007,BRAWLEY,PM10
20140407,39,GOOD,60250007,BRAWLEY,PM10
20140408,43,GOOD,60250007,BRAWLEY,PM10
20140409,52,MODERATE,60250007,BRAWLEY,PM10
20140410,51,MODERATE,60250007,BRAWLEY,PM10
20140411,54,MODERATE,60250007,BRAWLEY,PM10
20140412,75,MODERATE,60250007,BRAWLEY,PM10
20140413,106,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20140414,52,MODERATE,60250007,BRAWLEY,PM10
20140415,46,GOOD,60250007,BRAWLEY,PM10
20140416,52,MODERATE,60250007,BRAWLEY,PM10
20140417,48,GOOD,60250007,BRAWLEY,PM10
20140418,44,GOOD,60250007,BRAWLEY,PM10
20140419,35,GOOD,60250007,BRAWLEY,PM10
20140420,33,GOOD,60250007,BRAWLEY,PM10
20140421,47,GOOD,60250007,BRAWLEY,PM10
20140422,89,MODERATE,60250007,BRAWLEY,PM10
20140423,64,MODERATE,60250007,BRAWLEY,PM10
20140424,61,MODERATE,60250007,BRAWLEY,PM10
20140425,115,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20140426,179,UNHEALTHY,60250007,BRAWLEY,PM10
20140427,21,GOOD,60250007,BRAWLEY,PM10
20140428,44,GOOD,60250007,BRAWLEY,PM10
20140429,94,MODERATE,60250007,BRAWLEY,PM10
20140430,52,MODERATE,60250007,BRAWLEY,PM10
20140501,36,GOOD,60250007,BRAWLEY,PM10
20140502,34,GOOD,60250007,BRAWLEY,PM10
20140503,43,GOOD,60250007,BRAWLEY,PM10
20140504,51,MODERATE,60250007,BRAWLEY,PM10
20140505,158,UNHEALTHY,60250007,BRAWLEY,PM10
20140506,317,HAZARDOUS,60250007,BRAWLEY,PM10
20140507,50,GOOD,60250007,BRAWLEY,PM10
20140508,37,GOOD,60250007,BRAWLEY,PM10
20140509,46,GOOD,60250007,BRAWLEY,PM10
20140510,75,MODERATE,60250007,BRAWLEY,PM10
20140511,91,MODERATE,60250007,BRAWLEY,PM10
20140512,46,GOOD,60250007,BRAWLEY,PM10
20140513,53,MODERATE,60250007,BRAWLEY,PM10
20140514,42,GOOD,60250007,BRAWLEY,PM10
20140515,49,GOOD,60250007,BRAWLEY,PM10
20140516,62,MODERATE,60250007,BRAWLEY,PM10
20140517,80,MODERATE,60250007,BRAWLEY,PM10
20140518,73,MODERATE,60250007,BRAWLEY,PM10
20140519,88,MODERATE,60250007,BRAWLEY,PM10
20140520,148,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20140521,33,GOOD,60250007,BRAWLEY,PM10
20140522,51,MODERATE,60250007,BRAWLEY,PM10
20140523,31,GOOD,60250007,BRAWLEY,PM10
20140524,52,MODERATE,60250007,BRAWLEY,PM10
20140525,38,GOOD,60250007,BRAWLEY,PM10
20140526,47,GOOD,60250007,BRAWLEY,PM10
20140527,44,GOOD,60250007,BRAWLEY,PM10
20140528,44,GOOD,60250007,BRAWLEY,PM10
20140529,54,MODERATE,60250007,BRAWLEY,PM10
20140530,44,GOOD,60250007,BRAWLEY,PM10
20140531,58,MODERATE,60250007,BRAWLEY,PM10
20140601,27,GOOD,60250007,BRAWLEY,PM10
20140602,87,MODERATE,60250007,BRAWLEY,PM10
20140603,42,GOOD,60250007,BRAWLEY,PM10
20140604,32,GOOD,60250007,BRAWLEY,PM10
20140605,53,MODERATE,60250007,BRAWLEY,PM10
20140606,77,MODERATE,60250007,BRAWLEY,PM10
20140607,35,GOOD,60250007,BRAWLEY,PM10
20140608,54,MODERATE,60250007,BRAWLEY,PM10
20140609,67,MODERATE,60250007,BRAWLEY,PM10
20140610,81,MODERATE,60250007,BRAWLEY,PM10
20140611,60,MODERATE,60250007,BRAWLEY,PM10
20140612,54,MODERATE,60250007,BRAWLEY,PM10
20140613,72,MODERATE,60250007,BRAWLEY,PM10
20140614,64,MODERATE,60250007,BRAWLEY,PM10
20140615,54,MODERATE,60250007,BRAWLEY,PM10
20140616,65,MODERATE,60250007,BRAWLEY,PM10
20140617,69,MODERATE,60250007,BRAWLEY,PM10
20140618,31,GOOD,60250007,BRAWLEY,PM10
20140619,52,MODERATE,60250007,BRAWLEY,PM10
20140620,54,MODERATE,60250007,BRAWLEY,PM10
20140621,50,GOOD,60250007,BRAWLEY,PM10
20140622,44,GOOD,60250007,BRAWLEY,PM10
20140623,42,GOOD,60250007,BRAWLEY,PM10
20140624,54,MODERATE,60250007,BRAWLEY,PM10
20140625,49,GOOD,60250007,BRAWLEY,PM10
20140626,116,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20140627,71,MODERATE,60250007,BRAWLEY,PM10
20140628,55,MODERATE,60250007,BRAWLEY,PM10
20140629,43,GOOD,60250007,BRAWLEY,PM10
20140630,50,GOOD,60250007,BRAWLEY,PM10
20140701,53,MODERATE,60250007,BRAWLEY,PM10
20140702,57,MODERATE,60250007,BRAWLEY,PM10
20140703,81,MODERATE,60250007,BRAWLEY,PM10
20140704,34,GOOD,60250007,BRAWLEY,PM10
20140705,37,GOOD,60250007,BRAWLEY,PM10
20140706,44,GOOD,60250007,BRAWLEY,PM10
20140707,50,GOOD,60250007,BRAWLEY,PM10
20140708,54,MODERATE,60250007,BRAWLEY,PM10
20140709,55,MODERATE,60250007,BRAWLEY,PM10
20140710,41,GOOD,60250007,BRAWLEY,PM10
20140711,49,GOOD,60250007,BRAWLEY,PM10
20140712,31,GOOD,60250007,BRAWLEY,PM10
20140713,55,MODERATE,60250007,BRAWLEY,PM10
20140714,41,GOOD,60250007,BRAWLEY,PM10
20140715,44,GOOD,60250007,BRAWLEY,PM10
20140716,97,MODERATE,60250007,BRAWLEY,PM10
20140717,56,MODERATE,60250007,BRAWLEY,PM10
20140718,37,GOOD,60250007,BRAWLEY,PM10
20140719,42,GOOD,60250007,BRAWLEY,PM10
20140720,26,GOOD,60250007,BRAWLEY,PM10
20140721,31,GOOD,60250007,BRAWLEY,PM10
20140722,43,GOOD,60250007,BRAWLEY,PM10
20140723,47,GOOD,60250007,BRAWLEY,PM10
20140724,53,MODERATE,60250007,BRAWLEY,PM10
20140725,68,MODERATE,60250007,BRAWLEY,PM10
20140726,45,GOOD,60250007,BRAWLEY,PM10
20140727,75,MODERATE,60250007,BRAWLEY,PM10
20140728,43,GOOD,60250007,BRAWLEY,PM10
20140729,49,GOOD,60250007,BRAWLEY,PM10
20140730,52,MODERATE,60250007,BRAWLEY,PM10
20140731,55,MODERATE,60250007,BRAWLEY,PM10
20140801,58,MODERATE,60250007,BRAWLEY,PM10
20140802,42,GOOD,60250007,BRAWLEY,PM10
20140803,26,GOOD,60250007,BRAWLEY,PM10
20140804,23,GOOD,60250007,BRAWLEY,PM10
20140805,26,GOOD,60250007,BRAWLEY,PM10
20140806,45,GOOD,60250007,BRAWLEY,PM10
20140807,58,MODERATE,60250007,BRAWLEY,PM10
20140808,45,GOOD,60250007,BRAWLEY,PM10
20140809,49,GOOD,60250007,BRAWLEY,PM10
20140810,31,GOOD,60250007,BRAWLEY,PM10
20140811,40,GOOD,60250007,BRAWLEY,PM10
20140812,55,MODERATE,60250007,BRAWLEY,PM10
20140813,53,MODERATE,60250007,BRAWLEY,PM10
20140814,37,GOOD,60250007,BRAWLEY,PM10
20140815,55,MODERATE,60250007,BRAWLEY,PM10
20140816,36,GOOD,60250007,BRAWLEY,PM10
20140817,30,GOOD,60250007,BRAWLEY,PM10
20140818,74,MODERATE,60250007,BRAWLEY,PM10
20140819,72,MODERATE,60250007,BRAWLEY,PM10
20140820,55,MODERATE,60250007,BRAWLEY,PM10
20140821,33,GOOD,60250007,BRAWLEY,PM10
20140822,27,GOOD,60250007,BRAWLEY,PM10
20140823,21,GOOD,60250007,BRAWLEY,PM10
20140824,23,GOOD,60250007,BRAWLEY,PM10
20140825,38,GOOD,60250007,BRAWLEY,PM10
20140826,38,GOOD,60250007,BRAWLEY,PM10
20140827,31,GOOD,60250007,BRAWLEY,PM10
20140828,42,GOOD,60250007,BRAWLEY,PM10
20140829,37,GOOD,60250007,BRAWLEY,PM10
20140830,38,GOOD,60250007,BRAWLEY,PM10
20140831,44,GOOD,60250007,BRAWLEY,PM10
20140901,30,GOOD,60250007,BRAWLEY,PM10
20140902,31,GOOD,60250007,BRAWLEY,PM10
20140903,41,GOOD,60250007,BRAWLEY,PM10
20140904,44,GOOD,60250007,BRAWLEY,PM10
20140905,49,GOOD,60250007,BRAWLEY,PM10
20140906,34,GOOD,60250007,BRAWLEY,PM10
20140907,24,GOOD,60250007,BRAWLEY,PM10
20140908,32,GOOD,60250007,BRAWLEY,PM10
20140909,39,GOOD,60250007,BRAWLEY,PM10
20140910,31,GOOD,60250007,BRAWLEY,PM10
20140911,41,GOOD,60250007,BRAWLEY,PM10
20140912,44,GOOD,60250007,BRAWLEY,PM10
20140913,50,GOOD,60250007,BRAWLEY,PM10
20140914,38,GOOD,60250007,BRAWLEY,PM10
20140915,56,MODERATE,60250007,BRAWLEY,PM10
20140916,34,GOOD,60250007,BRAWLEY,PM10
20140917,31,GOOD,60250007,BRAWLEY,PM10
20140918,60,MODERATE,60250007,BRAWLEY,PM10
20140919,37,GOOD,60250007,BRAWLEY,PM10
20140920,47,GOOD,60250007,BRAWLEY,PM10
20140921,40,GOOD,60250007,BRAWLEY,PM10
20140922,48,GOOD,60250007,BRAWLEY,PM10
20140923,49,GOOD,60250007,BRAWLEY,PM10
20140924,41,GOOD,60250007,BRAWLEY,PM10
20140925,51,MODERATE,60250007,BRAWLEY,PM10
20140926,57,MODERATE,60250007,BRAWLEY,PM10
20140927,133,UNHEALTHY FOR SENSITIVE,60250007,BRAWLEY,PM10
20140928,38,GOOD,60250007,BRAWLEY,PM10
20140929,40,GOOD,60250007,BRAWLEY,PM10
20140930,42,GOOD,60250007,BRAWLEY,PM10
20141001,47,GOOD,60250007,BRAWLEY,PM10
20141002,57,MODERATE,60250007,BRAWLEY,PM10
20141003,37,GOOD,60250007,BRAWLEY,PM10
20141004,39,GOOD,60250007,BRAWLEY,PM10
20141005,37,GOOD,60250007,BRAWLEY,PM10
20141006,49,GOOD,60250007,BRAWLEY,PM10
20141007,31,GOOD,60250007,BRAWLEY,PM10
20141008,19,GOOD,60250007,BRAWLEY,PM10
20141009,31,GOOD,60250007,BRAWLEY,PM10
20141010,41,GOOD,60250007,BRAWLEY,PM10
20141011,31,GOOD,60250007,BRAWLEY,PM10
20141012,30,GOOD,60250007,BRAWLEY,PM10
